Product Code,Description,Creditor Code,Creditor Name,Supplier Cost Date,Supplier Cost,"Additional
Cost Bs",Latest Cost Bs,Supplier Standard Cost,Minimum Order Quantity,Vendors Code,"Lead
Time","Time
Unit","Last
Receipt",Default
MIC03-BOXMIXED,Optica Micro-cloths in Wallets - MIXED,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-BOXPATTERN,Optica Micro-cloths in Wallets - Pattern,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-BOXPLAIN,Optica Micro-cloths in Wallets - PLAIN,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-D13,Optica Wallet M/Cloths - Pink Fairies,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-D14,Optica Wallet M/Cloths - Blue Circles,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-D2,Optica Micro-cloths in Wallets - Black/Grey,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-D5,Optica Wallet M/Cloths-Contemporary Fern,DELK1,CMA Global,2/09/2011,$0.000,$0.000,$0.000,$0.000,,,,Weeks,,0
MIC03-D5,Optica Wallet M/Cloths-Contemporary Fern,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-D6,Optica Wallet M/Cloths -Pohutakawa,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-G,Optica Wallet M/Cloths  - Design G Paua,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-I,Optica Wallet M/Cloths - Design I FERN,OPTICA,OPTICA,,,,,,,,,,,1
MIC03-X,Optica Wallet M/Cloths - Design X,OPTICA,OPTICA,,,,,,,,,,,1
MIC05-8,AIR NZ Plain Cloth 400x400 in Plastic Bag - Navy,CMAUSD,CMA Global,5/06/2012,$2.048,$0.006,$2.712,$1.550,,MAK10-40X40CM,12,Weeks,5/06/2012,0
MIC05-8,AIR NZ Plain Cloth 400x400 in Plastic Bag - Navy,OPTICA,OPTICA,,,,,,,,,,,1
MIC06-00,Micro-Fibre Cloth Loose - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
MIC06-01,Optica Micro-cloths Loose #6 - Black,CMAUSD,CMA Global,23/03/2017,$0.253,$0.012,$0.368,$0.180,,MKA10BLACK160X190,12,Weeks,23/03/2017,1
MIC06-08,Optica Micro-cloths Loose #11 - Silver,CMAUSD,CMA Global,4/03/2019,$0.180,$0.074,$0.338,$0.180,,DELKO-MIC06-08,12,Weeks,4/03/2019,1
MIC06-19,Optica Micro-cloths Loose #3 - Pale Green,CMAUSD,CMA Global,10/07/2019,$0.180,$0.070,$0.342,$0.180,,MKA10PLGREEN160X190,12,Weeks,10/07/2019,1
MIC06-21,Optica Micro-cloths Loose #4 - Dark Blue,CMAUSD,CMA Global,4/03/2019,$0.216,$0.074,$0.391,$0.216,,MKA10DKBLUE,12,Weeks,4/03/2019,1
MIC06-31,Optica Micro-cloths Loose #10 - Purple,CMAUSD,CMA Global,7/01/2019,$0.230,$0.090,$0.429,$0.230,,MKA10PURPLE160X190,12,Weeks,7/01/2019,1
MIC06-32,Optica Micro-cloths Loose-Purple Swirl,CMAUSD,CMA Global,21/02/2018,$0.639,$0.016,$0.886,$0.470,,MKA10-PURPLE SWIRL,12,Weeks,21/02/2018,1
MIC06-46,Optica Micro-cloths Loose #5 - Deep Red,CMAUSD,CMA Global,7/01/2019,$0.230,$0.090,$0.429,$0.230,,MKA10DEEPRED160X190,12,Weeks,7/01/2019,1
MIC06-50,Optica Micro-cloths Loose - Orange,CMAUSD,CMA Global,10/07/2019,$0.230,$0.070,$0.418,$0.230,,MKA10,12,Weeks,10/07/2019,1
MIC06-69,Optica Micro-cloths Loose - White,CMAUSD,CMA Global,5/07/2011,$0.230,$0.000,$0.277,$0.230,,DELKO-MIC06-69,12,Weeks,,1
MIC06-91,Optica Micro-Cloth Loose-Design Leopard,CMAUSD,CMA Global,9/07/2018,$0.490,$0.117,$0.833,$0.490,,MKA10-LEOPARD,12,Weeks,9/07/2018,1
MIC06-98,Micro-Fibre Cloth Loose Mixed 190x160,OPTICA,OPTICA,,,,,,,,,,,1
MIC06-AD,Optica Micro-cloths Loose - Geometric,CMAUSD,CMA Global,4/03/2019,$0.510,$0.074,$0.823,$0.510,,,12,Weeks,4/03/2019,1
MIC06-AE,Optica Micro-cloths Loose - Dinosaurs,CMAUSD,CMA Global,6/10/2015,$0.722,$0.009,$1.119,$0.470,,MKA10 160X160,30,Days,6/10/2015,1
MIC06-AF,Optica Micro-cloths Loose - Tractors/Diggers,CMAUSD,CMA Global,6/10/2015,$0.722,$0.009,$1.119,$0.470,,MKA10 190X160,90,Days,6/10/2015,1
MIC06-D13,Optica Micro-cloths Loose - Pink Fairies,CMAUSD,CMA Global,9/12/2015,$0.770,$0.013,$1.204,$0.260,,MKA10PFAIRY160X190,12,Weeks,9/12/2015,1
MIC06-D5,Optica Micro-cloths Loose - Design D5 - Contemporary Fern,CMAUSD,CMA Global,4/03/2019,$0.510,$0.074,$0.823,$0.440,,MKA10-CONTEMPORARY FERN,12,Weeks,4/03/2019,1
MIC06-D6,Optica Micro-cloths Loose - Design D6 - Contemporary Pohutak,CMAUSD,CMA Global,10/07/2019,$0.440,$0.070,$0.736,$0.440,,MKA10-POHUTAKAWA,12,Weeks,10/07/2019,1
MIC06-G,Optica Micro-cloths Loose - Design G PAUA,CMAUSD,CMA Global,10/07/2019,$0.470,$0.070,$0.781,$0.470,,MKA10-PAUA,12,Weeks,10/07/2019,1
MIC06-I,Optica Micro-cloths Loose - Design I FERN,CMAUSD,CMA Global,10/07/2019,$0.470,$0.070,$0.781,$0.470,,MKA10-FERN,12,Weeks,10/07/2019,1
MIC06-X,Optica Micro-cloths Loose - Design X- Stripes,CMAUSD,CMA Global,28/05/2018,$0.470,$0.188,$0.867,$0.470,,MKA10-MASCULINE,12,Weeks,28/05/2018,1
MIC10-00,Jumbo Micro- Assorted,OPTICA,OPTICA,,,,,,,,,,,1
MIC10-01,Jumbo Micro - Plain Black,OPTICA,OPTICA,,,,,,,,,,,1
MIC10-08,Jumbo Micro - Plain Navy,OPTICA,OPTICA,,,,,,,,,,,1
MIC10-17,Jumbo Micro - Pastel Green,OPTICA,OPTICA,,,,,,,,,,,1
MIC10-32,Jumbo Micro - Purple Swirl,OPTICA,OPTICA,,,,,,,,,,,1
MIC10-D5,Jumbo Micro - Contemporary Fern,OPTICA,OPTICA,,,,,,,,,,,1
MIC10-D6,Jumbo Micro - Contemporary Pohutakawa,OPTICA,OPTICA,,,,,,,,,,,1
MIC10J-01,Optica Micro-cloths Jumbo - Black,CMAUSD,CMA Global,21/06/2018,$0.000,$0.000,$0.000,$1.090,,MKA10-01,12,Weeks,,1
MIC10J-08,Optica Micro-cloths Jumbo - Navy,CMAUSD,CMA Global,10/07/2019,$1.090,$0.070,$1.720,$1.090,,MKA10-08,12,Weeks,10/07/2019,1
MIC10J-17,Optica Micro-cloths Jumbo - Pastel Green,CMAUSD,CMA Global,9/07/2018,$1.310,$0.117,$2.032,$1.310,,MKA10-17,12,Weeks,9/07/2018,1
MIC10J-32,Optica Micro-cloths Jumbo - Purple Swirl,CMAUSD,CMA Global,23/10/2018,$0.180,$9.280,$9.555,$0.018,,MKA10-32,12,Weeks,23/10/2018,1
MIC10J-D5,Optica Micro-cloths Jumbo - Contemporary Fern,CMAUSD,CMA Global,9/07/2018,$1.310,$0.117,$2.032,$1.310,,MKA10-D5,12,Weeks,9/07/2018,1
MIC10J-D6,Optica Micro-cloths Jumbo - Contemporary Pohutakawa,CMAUSD,CMA Global,9/07/2018,$1.310,$0.117,$2.032,$1.310,,MKA10-D6,12,Weeks,9/07/2018,1
MIC33-00,Optica Trilogy Micro-cloths in Wallets - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
MIC33-T03,Optica Trilogy Micro-cloths in Wallets - Pattern 3,OPTICA,OPTICA,,,,,,,,,,,1
MIC33-T08,Optica Trilogy Micro-cloths in Wallets - Pattern 8,OPTICA,OPTICA,,,,,,,,,,,1
MIC33-T11,Optica Trilogy Micro-cloths in Wallets - Pattern 11,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-BTU1,DS Cloth 190x160 - Blue Tui,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-FAN1,DS Cloth 190x160 - Pink Fantail,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-HB1,DS Cloth 190x160 - Honey Bee & Lavender,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-KW1,DS Cloth 190x160 - Green Kiwi,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-ML1,DS Cloth 190x160 - Mtn Sunset & Mirror Lake,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-PK1,DS Cloth 190x160 - Pukeko,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-SB1,DS Cloth 190x160 - Sunset Bay,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-SM1,DS Cloth 190x160 - Snowy Mountain,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-ST,Design Series Cloth White Perspex Stand,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-STN1,DS Cloth 190x160 - Stream & Native Bush,OPTICA,OPTICA,,,,,,,,,,,1
MICDS-TB1,DS Cloth 190x160 - Tui,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-BTU1,DS Cloth 190x160 in Wallet - Blue Tui,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-FAN1,DS Cloth 190x160 in Wallet - Pink Fantail,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-HB1,DS Cloth 190x160 in Wallet - Honey Bee & Lavender,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-KW1,DS Cloth 190x160 in Wallet - Green Kiwi,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-ML1,DS Cloth 190x160 in Wallet - Mtn Sunset & Mirror Lake,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-PK1,DS Cloth 190x160 in Wallet - Pukeko,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-SB1,DS Cloth 190x160 in Wallet - Sunset Bay,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-SM1,DS Cloth 190x160 in Wallet - Snowy Mountain,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-STN1,DS Cloth 190x160 in Wallet - Stream & Native Bush,OPTICA,OPTICA,,,,,,,,,,,1
MICDS03-TB1,DS Cloth 190x160 in Wallet - Tui,OPTICA,OPTICA,,,,,,,,,,,1
MICDS06-BTU1,Optica Micro-cloths Loose Design Series Blue Tui,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-BTU1,12,Weeks,7/01/2019,1
MICDS06-FAN1,Optica Micro-cloths Loose Design Series Pink Fantail,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-FAN1,12,Weeks,7/01/2019,1
MICDS06-HB1,Optica Micro-cloths Loose Design Series Honeybee & Lavender,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS03-HB1,12,Weeks,7/01/2019,1
MICDS06-KW1,Optica Micro-cloths Loose Design Series Green Kiwi,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-KW1,12,Weeks,7/01/2019,1
MICDS06-ML1,Optica Micro-cloths Loose Design Mtn Sunset & Mirror Lake,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-ML1,12,Weeks,7/01/2019,1
MICDS06-PK1,Optica Micro-cloths Loose Design Pukeko,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-PK1,12,Weeks,7/01/2019,1
MICDS06-SB1,Optica Micro-cloths Loose Design Sunset Bay,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-SB1,12,Weeks,7/01/2019,1
MICDS06-SM1,Optica Micro-cloths Loose Design Snowy Mountain,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-SM1,12,Weeks,7/01/2019,1
MICDS06-STN1,Optica Micro-cloths Loose Design Stream & Native Bush,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-STN1,12,Weeks,7/01/2019,1
MICDS06-TB1,Optica Micro-cloths Loose Design Tui,CMAUSD,CMA Global,7/01/2019,$0.360,$0.090,$0.621,$0.360,,MICDS06-TB1,12,Weeks,7/01/2019,1
MICRO-18ML LABEL,OPTICA Branded Clear Vinyl label for Aluminum bottles,MICRO,Microfilm Digital Print,31/07/2019,$0.371,$0.000,$0.371,$0.000,,75X45MM CLEAR VINYL LABEL,1,Weeks,31/07/2019,1
MICRO-18ML PER LABEL,PER18-07 Personalised Clear Vinyl label for Aluminum bottles,MICRO,Microfilm Digital Print,31/07/2019,$0.000,$0.000,$0.000,$0.000,,75X45MM CLEAR VINYL LABELS,1,Weeks,,1
MICRO-BLSMKUP,A3 400gsm prints ‘Blisma’ artworks,MICRO,Microfilm Digital Print,19/03/2018,$4.160,$0.000,$4.160,$3.750,,BLSMKUP,2,Weeks,19/03/2018,1
MICRO-BWDLE,"Bright Wipe DLE FLyer - Full Col, Sgl sided 170gsm",MICRO,Microfilm Digital Print,16/03/2018,$0.000,$0.000,$0.000,$0.107,,MICRO-BWDLE,2,Weeks,,1
MICRO-BWSNDLE,Bright Wipe Strategic DLE Flyer - Full Col. Dbl sided 170gsm,MICRO,Microfilm Digital Print,27/03/2018,$0.148,$0.000,$0.148,$0.148,,MICRO-BWSNDLE,2,Weeks,27/03/2018,1
MICRO-CHILIDMLABEL,Chilisi Dreamtime Counter Unit 89mmx47mm Digital Label,MICRO,Microfilm Digital Print,28/11/2018,$0.000,$0.000,$0.000,$0.000,,,,Weeks,,1
MICRO-MFAULABEL,Made for Australia 15mmx25mm Digital Label,MICRO,Microfilm Digital Print,19/03/2018,$0.106,$0.000,$0.106,$0.106,,,2,Weeks,19/03/2018,1
MICRO-PLKLABEL,Para'Kito 41.5  * 47.5mm Vinyl Digital Label,MICRO,Microfilm Digital Print,19/03/2018,$0.424,$0.000,$0.424,$0.420,,,2,Weeks,19/03/2018,1
MILF- REMOVER,Remover 88-1 ltr,MILF,Milford Astor Printing Systems,15/03/2019,$41.000,$0.000,$41.000,$41.000,,REMOVER 88,2,Weeks,15/03/2019,1
MILF-H1 HARDNER,H1- Hardner,MILF,Milford Astor Printing Systems,4/02/2019,$30.000,$0.000,$30.000,$30.000,,MU351971005,2,Weeks,4/02/2019,1
MILF-INNERCUP,DIA 90mm Inner Cup for G-Cup (50/pk),MILF,Milford Astor Printing Systems,4/02/2019,$59.000,$0.000,$59.000,$59.000,,KENICVA010,2,Weeks,4/02/2019,1
MILF-KECMIC90EXCH,Sharpening Cup,MILF,Milford Astor Printing Systems,26/03/2019,$447.000,$42.000,$489.000,$447.000,,KECMIC90EXCH,,Weeks,26/03/2019,1
MILF-MOA05PLUSH0,Plush cloth (Developing cloth),MILF,Milford Astor Printing Systems,26/03/2019,$56.000,$0.000,$56.000,$56.000,,MOA05PLUSH0,2,Weeks,26/03/2019,1
MILF-PLATES,Alcatuff Cliche Punch Plates100x240(10/pk),MILF,Milford Astor Printing Systems,11/07/2019,$280.000,$28.000,$308.000,$280.000,,MOA04100240,2,Weeks,11/07/2019,1
MILF-PLATEWASH,Nylo Plate Wash (5litre),MILF,Milford Astor Printing Systems,15/11/2018,$50.000,$2.330,$52.330,$50.000,,MOAALCWASH5L,2,Weeks,15/11/2018,1
MILF-SR191SILVER,Marastar SR191 Silver,MILF,Milford Astor Printing Systems,15/11/2018,$211.000,$0.000,$211.000,$211.000,,MARASTAR-SR191 SILVER,2,Weeks,15/11/2018,1
MILF-TPR WHITE 970,Marabu Ink TPR White 970,MILF,Milford Astor Printing Systems,14/12/2017,$148.000,$6.500,$154.500,$148.000,,MILFORD ASTOR,2,Weeks,14/12/2017,1
MILF-TPV2,Fast Thinners  Marabu TP Pad  Ink,MILF,Milford Astor Printing Systems,15/02/2018,$30.000,$26.000,$56.000,$30.000,,MUTPV2-A1,2,Weeks,15/02/2018,1
MILF-TPVA,Thinners  Marabu TP Pad  Ink,MILF,Milford Astor Printing Systems,27/09/2018,$30.000,$1.000,$31.000,$30.000,,MUTPV-1A,2,Weeks,27/09/2018,1
MRLEN-AVLEN1.56AS,1.56 Campus Aspheric Mid Index UV400 72mm,MRLUSD,"MR Lenses, Optical Holdings Group",11/07/2018,$2.990,$0.000,$4.371,$2.990,,1.56 CAM-72MM,2,Weeks,11/07/2018,1
MRLEN-UV420,1.56 Campus Aspheric Mid Index UV420 70mm +Blu-CoaT,MRLUSD,"MR Lenses, Optical Holdings Group",10/04/2019,$3.060,$0.000,$4.538,$3.060,,1.56UV420-MRL100324,,Weeks,10/04/2019,1
MUL30-15,30ml Multi-Clean Solution - Green,OPTICA,OPTICA,,,,,,,,,,,1
MUL30-15,30ml Multi-Clean Solution - Green,WISE1,Bohin Packaging Ltd,28/03/2012,$0.000,$0.000,$0.000,$0.000,,RON-MMC003-15,,Weeks,,0
MUL30-44,30ml Multi-Clean Solution - Red,OPTICA,OPTICA,,,,,,,,,,,1
MUL30-44,30ml Multi-Clean Solution - Red,WISE1,Bohin Packaging Ltd,28/03/2012,$0.000,$0.000,$0.000,$0.000,,RON-MMC003-44,,Weeks,,0
N/S,Misc Accessories,3MNZ,3M New Zealand Ltd,13/11/2008,$207.360,$0.000,$207.360,$0.000,,,,Days,13/11/2008,0
N/S,Misc Accessories,ACTI,Action Signs,1/06/2009,$8.567,$0.000,$8.567,$0.000,,,,Days,,0
N/S,Misc Accessories,AROM1,Aroma Eyewear Manufactory Ltd,6/07/2017,$0.000,$0.000,$0.000,$0.000,,,,Weeks,6/07/2017,0
N/S,Misc Accessories,AWAR,Award Plastics Ltd,20/01/2009,$6.500,$0.000,$6.500,$0.000,,,,Weeks,20/01/2009,0
N/S,Misc Accessories,BLOW,Blowright,16/09/2008,$55.000,$0.000,$55.000,$0.000,,,,Days,16/09/2008,0
N/S,Misc Accessories,CARBKUSD,CarbonKlean LLC,27/11/2018,$0.500,$0.000,$0.737,$0.000,,,,Weeks,27/11/2018,0
N/S,Misc Accessories,CARBONK,CarbonKlean LLC,10/03/2017,$90.870,$2.334,$93.204,$0.000,,,,Weeks,10/03/2017,0
N/S,Misc Accessories,CLAI,Claim to Frame Joinery Ltd,31/05/2008,$170.000,$0.000,$170.000,$0.000,,,,Weeks,31/05/2008,0
N/S,Misc Accessories,CMAUSD,CMA Global,9/05/2018,$0.010,$0.000,$0.014,$0.000,,,,Weeks,9/05/2018,0
N/S,Misc Accessories,COMP,Competitive Plastics,29/09/2008,$180.000,$0.000,$180.000,$0.000,,,,Days,29/09/2008,0
N/S,Misc Accessories,CRSURF,C R Surfacing Limited,28/09/2012,$23.600,$0.000,$23.600,$0.000,,,,Weeks,30/04/2012,0
N/S,Misc Accessories,DELK1,CMA Global,9/12/2015,$0.000,$0.013,$0.013,$0.000,,,,Weeks,15/04/2008,0
N/S,Misc Accessories,DISPSOLAUD,Display Solutions Pty Ltd,4/09/2014,$119.290,$0.000,$133.062,$0.000,,,,Weeks,4/09/2014,0
N/S,Misc Accessories,ECLI1,E Clips,6/03/2014,$11.323,$0.700,$12.023,$0.000,,,,Weeks,6/03/2014,0
N/S,Misc Accessories,EVERG,Evergreen Land,22/12/2016,$0.000,$0.000,$0.000,$0.000,,,,Weeks,22/12/2016,0
N/S,Misc Accessories,FAB,Fab Plastics Ltd,29/04/2014,$2.300,$0.000,$2.300,$0.000,,,,Weeks,29/04/2014,0
N/S,Misc Accessories,GEON,Geon Print & Communication Solutions,30/06/2011,$65.000,$0.000,$65.000,$0.000,,,,Weeks,30/06/2011,0
N/S,Misc Accessories,GLOB,Global Culture Group Ltd,22/02/2008,$52.500,$0.000,$52.500,$0.000,,,,Weeks,22/02/2008,0
N/S,Misc Accessories,HAMS,Hamster Baskets 2006,1/06/2009,$10.000,$0.000,$10.000,$0.000,,,,Days,,0
N/S,Misc Accessories,HEAL,HEALTH PAK LTD,28/07/2015,$25.750,$0.000,$25.750,$0.000,,,,Weeks,29/02/2012,0
N/S,Misc Accessories,HLGLOB,HL Global Retail Solutions,26/09/2014,$4.920,$0.000,$5.455,$0.000,,,,Weeks,26/09/2014,0
N/S,Misc Accessories,IMAG,IMAGE LABEL SYSTEMS,18/01/2008,$95.000,$0.000,$95.000,$0.000,,,,Weeks,18/01/2008,0
N/S,Misc Accessories,KEEN,Keen Look Co. Ltd,15/05/2017,$0.288,$0.000,$0.288,$0.000,,,,Weeks,15/05/2017,0
N/S,Misc Accessories,KILMA,Kilmarnock Enterprises,22/05/2009,$0.610,$0.000,$0.610,$0.000,,,,Weeks,22/05/2009,0
N/S,Misc Accessories,KIWI,Kiwi Labels Ltd,14/05/2013,$195.000,$0.000,$195.000,$0.000,,,,Weeks,14/05/2013,0
N/S,Misc Accessories,LAEY1,l.a.Eyeworks,23/11/2011,$105.630,$12.740,$118.370,$0.000,,,,Weeks,23/11/2011,0
N/S,Misc Accessories,LENS,Lensbiz NZ Ltd,31/07/2008,$8.000,$0.000,$8.000,$0.000,,,,Days,31/07/2008,0
N/S,Misc Accessories,MAGI1,Magic Palm Co Ltd (Yi Chane),15/06/2009,"$3,066.960",$0.519,"$3,067.479",$0.000,,,,Weeks,15/06/2009,0
N/S,Misc Accessories,ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",23/07/2019,$20.500,$0.000,$30.290,$0.000,,,,Weeks,23/07/2019,0
N/S,Misc Accessories,OPTICA,OPTICA,,,,,,,,,,,1
N/S,Misc Accessories,PACKTECH,Pack Teck Moulding (2011) Ltd,11/09/2013,$10.290,$0.000,$10.290,$0.000,,,,Weeks,,0
N/S,Misc Accessories,PREST,Preston Displays Pty Ltd (VISA),30/11/2008,$8.116,$0.000,$8.116,$0.000,,,,Weeks,30/11/2008,0
N/S,Misc Accessories,PROS1,Prosben Inc,30/09/2014,$0.191,$0.000,$0.191,$0.000,,,,Weeks,24/09/2014,0
N/S,Misc Accessories,PWAG,Griffin Press,6/06/2017,$1.536,$0.000,$1.536,$0.000,,,,Weeks,6/06/2017,0
N/S,Misc Accessories,RAIN,Rainbow Print,21/03/2012,$50.000,$0.000,$50.000,$0.000,,,,Weeks,21/03/2012,0
N/S,Misc Accessories,RAVE,The Raven Press Co. Ltd,1/06/2009,$0.094,$0.000,$0.094,$0.000,,,,Days,,0
N/S,Misc Accessories,SALO1,Salop Co Ltd,30/12/2016,$0.000,$0.000,$0.000,$0.000,,,,Weeks,30/12/2016,0
N/S,Misc Accessories,SALOPUSD,Salop Co Ltd,1/08/2019,$1.140,$0.000,$1.723,$0.000,,,,Weeks,1/08/2019,0
N/S,Misc Accessories,SEOU1,Seoul Products Company,1/06/2009,$1.069,$0.000,$1.069,$0.000,,,,Weeks,,0
N/S,Misc Accessories,SIGNNET,Sign Network Limited,22/03/2017,$1.460,$0.306,$1.766,$0.000,,,,Weeks,22/03/2017,0
N/S,Misc Accessories,SPECTRUM,Spectrum Print,31/10/2013,$12.000,$0.000,$12.000,$0.000,,,,Weeks,31/10/2013,0
N/S,Misc Accessories,TYCOE,Tyco Electronics NZ Limited,21/11/2007,$610.370,$0.000,$610.370,$0.000,,,,Weeks,21/11/2007,0
N/S,Misc Accessories,UNIV,Universal Screen Supplies Ltd,31/05/2008,$13.880,$0.000,$13.880,$0.000,,,,Weeks,31/05/2008,0
N/S,Misc Accessories,VERV,Printers Inc,22/01/2015,$0.017,$0.000,$0.017,$0.000,,,,Weeks,22/01/2015,0
N/S,Misc Accessories,VICPP,Victoria Personalised Products,28/02/2018,$36.000,$0.000,$36.000,$0.000,,,,Weeks,28/02/2018,0
N/S,Misc Accessories,VICT,VICTOR PACKAGING LTD,19/09/2013,$297.290,$0.000,$297.290,$0.000,,,,Weeks,23/11/2007,0
N/S,Misc Accessories,WISE1,Bohin Packaging Ltd,19/06/2013,$14.850,$0.000,$14.850,$0.000,,,,Weeks,19/06/2013,0
N/S,Misc Accessories,YWSDL,Yiwu Shuangdeli Color Printing Factory,8/08/2016,$0.000,$0.000,$0.000,$0.000,,,,Weeks,8/08/2016,0
NGC0326-01,Dickens - Black Case Unbranded,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",9/08/2019,$0.460,$0.000,$0.710,$0.460,,DF6230-BLACK,7,Weeks,,1
NWBAG01,Non Woven Bags 24*24*10cm,KEENUSD,Keen Look Co. Ltd,,,,,,,,,,,1
NWBAG01-SOMMERPV,Non Woven Bags 24*24*10cm -Somerville Merrin,KEENUSD,Keen Look Co. Ltd,7/06/2019,$0.370,$0.199,$0.757,$0.370,,NWBAG01,,Weeks,14/06/2019,1
NWBAG01-TEACH,Non Woven Bags 24*24*10cm - Teachers,KEEN,Keen Look Co. Ltd,31/01/2018,$0.409,$0.044,$0.453,$0.300,,NWBAG01,12,Weeks,31/01/2018,0
NWBAG01-TEACH,Non Woven Bags 24*24*10cm - Teachers,KEENUSD,Keen Look Co. Ltd,20/02/2019,$0.000,$0.000,$0.000,$0.340,,NWBAG01,12,Weeks,20/02/2019,1
NWBAG01-VISIONEXAUD,Non Woven Bags 24*24*10cm - Vision Excellence,KEENUSD,Keen Look Co. Ltd,20/02/2019,$0.000,$0.000,$0.000,$0.370,,NWBAG01,,Weeks,20/02/2019,1
O44GB,44mm Oval Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
O44PS,44mm Oval Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
O46GB,46mm Oval Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
O46PS,46mm Oval Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
O46SPGB,46mm Oval Spring Polarized Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
O49GB,49mm Oval Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
O49SPPS,49mm Oval Spring Polarized Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
O51SPPS,51mm Oval Spring Polarized Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
O54GB,54mm Oval Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
OASCR05,Screwdriver - 4 interchangable ends,OPTICA,OPTICA,,,,,,,,,,,1
OASCR05-CARDS,Printed Optica Accessory Insert Cards,MICRO,Microfilm Digital Print,24/08/2018,$0.093,$0.000,$0.093,$0.093,,OASCTR05-CARDS,2,Weeks,24/08/2018,1
ODS143-10,Design Series Windsor - Natural Wood,MARCUSD,Wuxi Mazza Marcati Optics Co Ltd,6/08/2018,$0.660,$0.245,$1.223,$0.660,,A143-K1370,12,Weeks,6/08/2018,1
ODS143-20,Design Series Windsor - Pink,MARCUSD,Wuxi Mazza Marcati Optics Co Ltd,6/08/2018,$0.660,$0.245,$1.223,$0.660,,A143-#20,12,Weeks,6/08/2018,1
ODS143P-10,DS Windsor - Natural Wood - Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS143P-20,DS Windsor - Pink - Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS143PD-10,DS Windsor Natural Wood - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
ODS143PD-20,DS Windsor Pink - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
ODS20-00,Design Series Cases - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
ODS20-28,Design Series CUPCAKE Case - Blue Textured,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",20/12/2017,$0.000,$0.000,$0.000,$0.560,,,12,Weeks,,1
